"We are sorry","Es tut uns sehr Leid"
"Our product ""%s"" is no longer available.","Das Produkt ""%s"" ist nicht mehr verf&uumlgbar."
"You might be interested in these products:","Folgende Produkte k&oumlnnten Sie interessieren:"
